,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
160.00,Sydney White,2007.00,PG-13,25728.70,108 min,"Comedy, Drama, Romance",Joe Nussbaum,Chad Gomez Creasey,"Amanda Bynes, Sara Paxton, Matt Long",A modern retelling of Snow White set against students in their freshman year of college in the greek system.,English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BMTk3ODc3ODAxN15BMl5BanBnXkFtZTcwNzcwMDU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.00,6.20,35785.51,tt0815244,movie,39469.00,40071397.78,N/A,N/A,True,
161.00,Punch-Drunk Love,2002.00,R,25728.70,95 min,"Comedy, Drama, Romance",Paul Thomas Anderson,Paul Thomas Anderson,"Adam Sandler, Emily Watson, Philip Seymour Hoffman",A frustrated Barry Egan calls a phone-sex line to curb his loneliness. Little does he know that he will land in huge trouble and will also jeopardise his relationship with Lena.,English,United States,14 wins & 37 nominations,https://m.media-amazon.com/images/M/MV5BYmE1OTY4NjgtYjcwNC00NWE4LWJiNGMtZmVhYTdlMWE1YzIxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.00,7.30,35785.51,tt0272338,movie,37796.00,40071397.78,N/A,N/A,True,
162.00,Magnolia,1999.00,R,25728.70,188 min,Drama,Paul Thomas Anderson,Paul Thomas Anderson,"Tom Cruise, Jason Robards, Julianne Moore","An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.","English, German, French",United States,Nominated for 3 Oscars. 28 wins & 59 nominations total,https://m.media-amazon.com/images/M/MV5BZjk3YThkNDktNjZjMS00MTBiLTllNTAtYzkzMTU0N2QwYjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.00,8.00,35785.51,tt0175880,movie,39210.00,40071397.78,N/A,N/A,True,
163.00,There Will Be Blood,2007.00,R,25728.70,158 min,Drama,Paul Thomas Anderson,"Paul Thomas Anderson, Upton Sinclair","Daniel Day-Lewis, Paul Dano, Ciarán Hinds","A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","English, American Sign ",United States,Won 2 Oscars. 116 wins & 137 nominations total,https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93.00,8.20,35785.51,tt0469494,movie,39546.00,40071397.78,N/A,N/A,True,
164.00,Phantom Thread,2017.00,R,25728.70,130 min,"Drama, Romance",Paul Thomas Anderson,Paul Thomas Anderson,"Vicky Krieps, Daniel Day-Lewis, Lesley Manville","Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.","English, French","United States, United Kingdom",Won 1 Oscar. 55 wins & 122 nominations total,https://m.media-amazon.com/images/M/MV5BMWJkNzBkM2UtYWFlMC00NmEwLTgxOGUtMjVmMzYyZjgyMmEzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90.00,7.50,35785.51,tt5776858,movie,43200.00,40071397.78,N/A,N/A,True,
165.00,Moonrise Kingdom,2012.00,PG-13,25728.70,94 min,"Comedy, Drama, Romance",Wes Anderson,"Wes Anderson, Roman Coppola","Jared Gilman, Kara Hayward, Bruce Willis","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",English,United States,Nominated for 1 Oscar. 36 wins & 122 nominations total,https://m.media-amazon.com/images/M/MV5BMzllMWI1ZDQtMmFhNS00NzJkLThmMTMtNzFmMmMyYjU3ZGVjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84.00,7.80,35785.51,tt1748122,movie,41198.00,40071397.78,N/A,N/A,True,
166.00,Au-delà de la peur,1975.00,R,25728.70,92 min,"Crime, Drama",Yannick Andréi,Yannick Andréi,"Michel Bouquet, Michel Constantin, Marilù Tolo",A group of outlaws takes a man's wife and child hostage. He must walk a fine line between working with the police to rescue his family and not angering the kidnappers to the point where they might hurt or kill them.,French,"France, Italy",Nothing,https://m.media-amazon.com/images/M/MV5BYTYzM2Y3NzAtYjhlZS00ZmRhLTkwNmQtOWQ2OTNiZjM2ZDJiXkEyXkFqcGdeQXVyMjE4NzY3Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",64.02,6.30,35785.51,tt0071169,movie,N/A,40071397.78,N/A,N/A,True,
167.00,Alex & Eve,2016.00,R,25728.70,131 min,"Comedy, Romance",Peter Andrikidis,Alex Lykos,"Andrea Demetriades, SuzanMarie, Richard Brancatisano","Alex, a Greek Orthodox schoolteacher, falls for Lebanese Muslim lawyer, Eve. The relationship is forbidden by both families, and thus the emotional dilemma of 'Alex and Eve' is created.",English,Australia,3 nominations,https://m.media-amazon.com/images/M/MV5BYjhiN2RkYmMtN2Y4NS00NTE2LWFhMDctZWI4OGQ2NjI5ODkzXkEyXkFqcGdeQXVyMzczOTU3OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",64.02,5.80,35785.51,tt3818286,movie,N/A,40071397.78,N/A,N/A,True,
168.00,Breakdown,1997.00,R,25728.70,93 min,"Crime, Drama, Mystery",Jonathan Mostow,"Jonathan Mostow, Sam Montgomery","Kurt Russell, J.T. Walsh, Kathleen Quinlan",A man searches for his missing wife after his car breaks down in the middle of the desert.,English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNjQ5MThkYzMtOTAyMC00YWIxLTg1MWEtMGRiZmFiYWJjNTUyXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.00,6.90,35785.51,tt0118771,movie,40673.00,40071397.78,N/A,N/A,True,
169.00,Taxidi sta Kythira,1984.00,R,25728.70,120 min,Drama,Theodoros Angelopoulos,"Theodoros Angelopoulos, Thanassis Valtinos, Tonino Guerra","Manos Katrakis, Mairi Hronopoulou, Dionysis Papagiannopoulos","An old communist returns to Greece after 32 years in the Soviet Union. However, things aren't the way he had hoped for.","Greek, English","Greece, West Germany, Italy, United Kingdom",2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNDhhNmFkMGEtMWRmZi00MDcwLWFkYzctNDI1MGEzZjgzM2NmXkEyXkFqcGdeQXVyMDk1ODM3MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",64.02,7.80,35785.51,tt0088241,movie,N/A,40071397.78,N/A,N/A,True,
170.00,Broken Journey,1948.00,Approved,25728.70,89 min,Drama,"Ken Annakin, Michael C. Chorlton",Robert Westerby,"Phyllis Calvert, Margot Grahame, James Donald","A plane flying over the Swiss Alps develops engine trouble and is forced to crash-land on a glacier. Unable to radio for help because of damaged batteries and with limited food supplies, the survivors must come to a decision -- wheth","English, French",United Kingdom,Nothing,https://m.media-amazon.com/images/M/MV5BMTU1NWRjZWQtM2FhYi00YzBjLWFjNWEtN2ZjZjk4NWVjNTdhXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",64.02,5.90,35785.51,tt0040189,movie,N/A,40071397.78,N/A,N/A,True,
171.00,Hotel Sahara,1951.00,Not Rated,25728.70,96 min,"Comedy, Romance, War",Ken Annakin,"Patrick Kirwan, George H. Brown","Yvonne De Carlo, Peter Ustinov, David Tomlinson","In World War II, desert hotel proprietors Emad and Yasmin are caught between the warring armies and have to constantly shift their political allegiance to whichever army happens to control the area.",English,United Kingdom,Nothing,https://m.media-amazon.com/images/M/MV5BYjU3MjZmMmYtOWExMC00ZTI2LTk5ZGMtMDA1MjdmYzYzZGRiXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",64.02,6.20,35785.51,tt0043658,movie,N/A,40071397.78,N/A,N/A,True,
172.00,Third Man on the Mountain,1959.00,Approved,25728.70,107 min,"Adventure, Drama, Family",Ken Annakin,"Eleanore Griffin, James Ramsey Ullman","Michael Rennie, James MacArthur, Janet Munro",A boy attempts to realize his father's dream of climbing an alpine peak known as the Citadel.,English,"United States, United Kingdom",Nothing,https://m.media-amazon.com/images/M/MV5BYzhmNDkyMzQtZGQ0MC00Nzc2LThkMjQtMjY1Mjg2NTYyZTczXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",64.02,7.10,35785.51,tt0053352,movie,38237.00,40071397.78,N/A,N/A,True,
173.00,Three Men in a Boat,1956.00,Approved,25728.70,84 min,"Comedy, Romance",Ken Annakin,"Jerome K. Jerome, Hubert Gregg, Vernon Harris","Laurence Harvey, Jimmy Edwards, David Tomlinson","Three London gentlemen take vacation rowing down the Thames, encountering various mishaps and misadventures along the way.",English,United Kingdom,2 nominations total,https://m.media-amazon.com/images/M/MV5BMzIyY2YwMTgtZmY3Yy00ZWYxLTg1NGQtMTc4NWUwNjgxZTk3XkEyXkFqcGdeQXVyMjIyNjE2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",64.02,5.50,35785.51,tt0049847,movie,38699.00,40071397.78,N/A,N/A,True,
174.00,Swiss Family Robinson,1960.00,G,25728.70,126 min,"Adventure, Family",Ken Annakin,"Lowell S. Hawley, Johann David Wyss","John Mills, Dorothy McGuire, James MacArthur",A Swiss family must survive being shipwrecked on a deserted island.,English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BZDNkMjY1YzUtNjEyYi00Y2U0LTlhZmYtY2M5M2U3YjAyYTRjXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.00,7.20,35785.51,tt0054357,movie,37866.00,40071397.78,N/A,N/A,True,
175.00,Battle of the Bulge,1965.00,Not Rated,25728.70,167 min,"Drama, History, War",Ken Annakin,"Philip Yordan, Milton Sperling, John Melson","Henry Fonda, Robert Shaw, Robert Ryan",A dramatization of Nazi Germany's final Western Front counterattack of World War II.,"English, German",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMDEzMWI4ZWMtNGFiMy00M2QzLTlhZWUtY2QwZTcyYzMwODAwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",64.02,6.80,35785.51,tt0058947,movie,38475.00,40071397.78,N/A,N/A,True,
176.00,Trio,1950.00,Not Rated,25728.70,91 min,"Drama, Romance","Ken Annakin, Harold French","Noel Langley, W. Somerset Maugham, R.C. Sherriff","James Hayter, Kathleen Harrison, Felix Aylmer","Three short stories by W. Somerset Maugham, ""The Verger"", ""Mr. Know-All"", and ""The Sanatorium"" are introduced by the author.",English,United Kingdom,Nominated for 1 Oscar. 2 nominations total,https://m.media-amazon.com/images/M/MV5BMGEwOGIxNjYtNDZjMi00YWU1LTlmZjUtN2YxYWE3NmUzZDg1XkEyXkFqcGdeQXVyNDQ3NDM5OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",64.02,7.10,35785.51,tt0042752,movie,N/A,40071397.78,Gainsborough Pictures,N/A,True,
177.00,Coup de tête,1979.00,R,25728.70,89 min,"Comedy, Drama, Sport",Jean-Jacques Annaud,"Alain Godard, Francis Veber","Patrick Dewaere, France Dougnac, Dorothée Jemma",The miserable football player becomes a town hero after bringing victory in extremely important game. He uses his fame for revenge to the team star for the previous mockeries.,"French, English",France,1 win,https://m.media-amazon.com/images/M/MV5BYmViMmUzYzQtMjI2Zi00YjIwLTljMTItYWQ5ZGM2NWI3ZGNkXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",64.02,7.30,35785.51,tt0079002,movie,N/A,40071397.78,N/A,N/A,True,
178.00,Seven Years in Tibet,1997.00,PG-13,25728.70,136 min,"Adventure, Biography, Drama",Jean-Jacques Annaud,"Heinrich Harrer, Becky Johnston","Brad Pitt, David Thewlis, BD Wong","True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet.","English, German, Mandarin, Tibetan, Hindi","United States, United Kingdom",3 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BYmM4ZDhhNmItMDEyZi00NDUyLTk3MzUtMzE5NTE1ZWM0N2UyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.00,7.10,35785.51,tt0120102,movie,36403.00,40071397.78,N/A,N/A,True,
179.00,Cronaca di un amore,1950.00,Not Rated,25728.70,98 min,"Crime, Drama, Romance",Michelangelo Antonioni,"Michelangelo Antonioni, Daniele D'Anza, Silvio Giovaninetti","Lucia Bosè, Massimo Girotti, Ferdinando Sarmi","Paola is a young, beautiful woman married to a wealthy entrepreneur. She meets her former lover Guido after seven years, but their relationship is marked by tragic events.",Italian,Italy,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BYWNhZTc5MTQtNTNmMi00NmMzLWJmMTQtNjUxMDM2YTZhYWZlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",64.02,7.10,35785.51,tt0042355,movie,40946.00,40071397.78,N/A,N/A,True,
180.00,Il grido,1957.00,Not Rated,25728.70,116 min,Drama,Michelangelo Antonioni,"Michelangelo Antonioni, Elio Bartolini, Ennio De Concini","Gabriella Pallotta, Steve Cochran, Alida Valli","A man wanders aimlessly away from his town, away from the woman he loves, emotionally and socially inactive.",Italian,"Italy, United States",3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzk1OWFkNzAtNWRmOS00YjZhLTk4NTYtNDY3YzMwYzAwY2NlXkEyXkFqcGdeQXVyMzk4OTI2MjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",64.02,7.60,35785.51,tt0050458,movie,39244.00,40071397.78,N/A,N/A,True,
181.00,Turno di notte: La falena,2002.00,R,25728.70,N/A,"Crime, Drama",N/A,N/A,Roberto Abbati,N/A,Italian,Switzerland,Nothing,N/A,[],64.02,6.52,35785.51,tt0364085,movie,N/A,40071397.78,N/A,N/A,True,
182.00,Il deserto rosso,1964.00,Not Rated,25728.70,117 min,Drama,Michelangelo Antonioni,"Michelangelo Antonioni, Tonino Guerra","Monica Vitti, Richard Harris, Carlo Chionetti","In an industrial area, unstable Giuliana attempts to cope with life by starting an affair with a co-worker at the plant her husband manages.","Italian, Turkish","Italy, France",7 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BYWVhN2Q0NGYtMGMyZC00YzM0LTkzYWUtY2Q0YjM4NTI4NTcxXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",64.02,7.60,35785.51,tt0058003,movie,44119.00,40071397.78,N/A,N/A,True,
183.00,Blow-Up,1966.00,Not Rated,25728.70,111 min,"Drama, Mystery, Thriller",Michelangelo Antonioni,"Michelangelo Antonioni, Julio Cortázar, Tonino Guerra","David Hemmings, Vanessa Redgrave, Sarah Miles",A fashion photographer unknowingly captures a death on film after following two lovers in a park.,English,"United Kingdom, Italy",Nominated for 2 Oscars. 8 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BYTE4YWU0NjAtMjNiYi00MTNiLTgwYzctZjk0YjY5NGVhNWQwXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82.00,7.60,35785.51,tt0060176,movie,38034.00,40071397.78,N/A,N/A,True,
184.00,Zabriskie Point,1970.00,R,25728.70,113 min,Drama,Michelangelo Antonioni,"Michelangelo Antonioni, Franco Rossetti, Sam Shepard","Mark Frechette, Daria Halprin, Paul Fix","At a time of chronic civil unrest in the USA, at Zabriskie Point in Death Valley, California, a young revolutionary and an anthropology student meet and start an unrestrained relationship by making love on the dusty terrain.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BOGZlYjM4MGEtOWI0Ny00ZDM4LTk5MmItYjc0MDBmODIxYTliXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}]",64.02,7.00,35785.51,tt0066601,movie,39959.00,40071397.78,N/A,N/A,True,
185.00,Professione: reporter,1975.00,PG,25728.70,126 min,"Drama, Thriller",Michelangelo Antonioni,"Mark Peploe, Enrico Sannia, Michelangelo Antonioni","Jack Nicholson, Maria Schneider, Jenny Runacre","Unable to find the war he's been asked to cover, a frustrated war correspondent takes the risky path of co-opting the identity of a dead arms-deal acquaintance.","English, Spanish, German, French","Italy, France, Spain",6 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BM2MyODc3OWEtYzRiYS00Yzc5LTliZjMtNTQ1NWFlMDRmZmVlL2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90.00,7.60,35785.51,tt0073580,movie,38832.00,40071397.78,N/A,N/A,True,
186.00,Funny People,2009.00,R,25728.70,146 min,"Comedy, Drama",Judd Apatow,Judd Apatow,"Adam Sandler, Seth Rogen, Leslie Mann","When seasoned comedian George Simmons learns of his terminal, inoperable health condition, his desire to form a genuine friendship causes him to take a relatively green performer under his wing as his opening act.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BNWU0ZDllZWEtNWI4ZC00YjIzLTk3YjMtZmE0MmFiNzg4MmRlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.00,6.30,35785.51,tt1201167,movie,40141.00,40071397.78,N/A,N/A,True,
187.00,This Is 40,2012.00,R,25728.70,134 min,"Comedy, Romance",Judd Apatow,Judd Apatow,"Paul Rudd, Leslie Mann, Maude Apatow","Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",English,United States,2 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BNzQxMDQ1NjA4N15BMl5BanBnXkFtZTcwNTE5MjQ3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.00,6.20,35785.51,tt1758830,movie,41355.00,40071397.78,N/A,N/A,True,
188.00,The Triple Echo,1972.00,R,25728.70,90 min,"Drama, War",Michael Apted,"Robin Chapman, H.E. Bates","Glenda Jackson, Oliver Reed, Brian Deacon",Deserting soldier dresses as a woman to escape detection; liking the female role he goes to a dance with another soldier and is exposed.,English,United Kingdom,2 nominations,https://m.media-amazon.com/images/M/MV5BNmYzNDM5OGMtODBlYS00OWRiLTlkOTQtMmYxMjhhMjZkN2JkXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",64.02,6.40,35785.51,tt0070835,movie,N/A,40071397.78,N/A,N/A,True,
189.00,Continental Divide,1981.00,PG,25728.70,103 min,"Comedy, Romance",Michael Apted,Lawrence Kasdan,"John Belushi, Blair Brown, Allen Garfield",A hard-nosed Chicago journalist has an unlikely love affair with an eagle researcher.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZDU0NWMwOGEtNzY0ZS00ZmE2LWJkODctNTk3YzkzNmM0YWRmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.00,6.20,35785.51,tt0082200,movie,38139.00,40071397.78,N/A,N/A,True,
